epoch,binary_accuracy,boundary_loss,dice_coef,iou,loss,val_binary_accuracy,val_boundary_loss,val_dice_coef,val_iou,val_loss,learning_rate
18,0.9786399602890015,0.2936002016067505,0.9558166265487671,0.9157946705818176,0.04530412703752518,0.9769620299339294,0.30369246006011963,0.951260507106781,0.9076066017150879,0.05120242387056351,9.999999747378752e-05
19,0.9802302718162537,0.2875020503997803,0.9589299559593201,0.9214814305305481,0.04203365743160248,0.9794297218322754,0.2940705716609955,0.9564560055732727,0.9171023964881897,0.045349642634391785,4.999999873689376e-05
20,0.9813600182533264,0.28128382563591003,0.9612520337104797,0.9256990551948547,0.03958573564887047,0.9793571829795837,0.2965337634086609,0.9559687376022339,0.9160411357879639,0.04557039588689804,4.999999873689376e-05
21,0.9814237356185913,0.28059300780296326,0.9614655375480652,0.926068902015686,0.039355482906103134,0.9754993319511414,0.3186469078063965,0.9469066858291626,0.8996162414550781,0.055020663887262344,4.999999873689376e-05
22,0.9814825057983398,0.27984046936035156,0.961544394493103,0.926239013671875,0.03928161785006523,0.9770312905311584,0.30171462893486023,0.9505023956298828,0.9061089158058167,0.051351673901081085,4.999999873689376e-05
23,0.9817354679107666,0.2820776104927063,0.9619936943054199,0.9270455241203308,0.03881409019231796,0.9798722267150879,0.29028305411338806,0.9575580358505249,0.9189868569374084,0.04423515126109123,4.999999873689376e-05
24,0.9816203117370605,0.2809905409812927,0.9617035984992981,0.9264963865280151,0.039111122488975525,0.981127917766571,0.2840806841850281,0.9606302976608276,0.9247483015060425,0.04105960950255394,4.999999873689376e-05
25,0.9820207953453064,0.2794007658958435,0.9626930356025696,0.9283056259155273,0.038065455853939056,0.9786539077758789,0.30224576592445374,0.9543926119804382,0.9130778312683105,0.047055717557668686,4.999999873689376e-05
26,0.9826604723930359,0.27702832221984863,0.9639829397201538,0.9306997656822205,0.03673180192708969,0.9810770153999329,0.27758732438087463,0.9603906273841858,0.9242587089538574,0.04126482456922531,4.999999873689376e-05
27,0.982953667640686,0.2757863700389862,0.9645291566848755,0.9317151308059692,0.03616936132311821,0.9791116714477539,0.2964059114456177,0.9558724761009216,0.9158738851547241,0.04613599181175232,4.999999873689376e-05
28,0.9829002022743225,0.2768837511539459,0.964412271976471,0.9314850568771362,0.03628284111618996,0.9802302718162537,0.29112887382507324,0.9581832885742188,0.9201125502586365,0.043340448290109634,4.999999873689376e-05
29,0.9835732579231262,0.27260956168174744,0.9658017754554749,0.9340725541114807,0.03484730049967766,0.9810225367546082,0.28634127974510193,0.9597465395927429,0.9229540824890137,0.0416860356926918,2.499999936844688e-05
30,0.9835115671157837,0.27450916171073914,0.9658018350601196,0.9340535402297974,0.034836288541555405,0.9817251563072205,0.27494072914123535,0.9618729948997498,0.9268753528594971,0.03982827067375183,2.499999936844688e-05
31,0.9836251139640808,0.272417277097702,0.966025710105896,0.9344812631607056,0.034606579691171646,0.9804917573928833,0.2897612452507019,0.9586343169212341,0.9209061861038208,0.042935699224472046,2.499999936844688e-05
32,0.9840394258499146,0.26874038577079773,0.9667752981185913,0.9359050989151001,0.03382791951298714,0.9794696569442749,0.29686418175697327,0.9561055302619934,0.916279673576355,0.04547844082117081,2.499999936844688e-05
33,0.9842365384101868,0.2675957977771759,0.967114269733429,0.9365476965904236,0.03348884359002113,0.9824030995368958,0.28347426652908325,0.9626238346099854,0.9282262325286865,0.038244739174842834,2.499999936844688e-05
34,0.9843295812606812,0.26865354180336,0.9674732089042664,0.9371784329414368,0.03310689702630043,0.9815051555633545,0.2850813567638397,0.9612425565719604,0.9256554245948792,0.04034142196178436,2.499999936844688e-05
35,0.9842271208763123,0.2678767442703247,0.9671942591667175,0.9366766214370728,0.03339548036456108,0.9814493060112,0.2845013439655304,0.9603304266929626,0.9240618944168091,0.04090345278382301,2.499999936844688e-05
36,0.9846081137657166,0.2637556791305542,0.9680700898170471,0.9383168816566467,0.03249051794409752,0.9823481440544128,0.27700647711753845,0.9629314541816711,0.9288920164108276,0.03835345432162285,2.499999936844688e-05
37,0.9845366477966309,0.26752591133117676,0.9678862690925598,0.9379450082778931,0.03267872706055641,0.9828458428382874,0.2762763202190399,0.9639381170272827,0.9306617975234985,0.03720290586352348,2.499999936844688e-05
38,0.9845062494277954,0.26727843284606934,0.9678096175193787,0.9378362894058228,0.032765258103609085,0.9820622205734253,0.2847002148628235,0.9617578983306885,0.9266055822372437,0.039361514151096344,2.499999936844688e-05
39,0.9847069382667542,0.2649174630641937,0.9682479500770569,0.9386595487594604,0.03230768442153931,0.9823026061058044,0.2807241976261139,0.9626389741897583,0.9282945990562439,0.03869248926639557,2.499999936844688e-05
40,0.9848319292068481,0.2642214298248291,0.9685462117195129,0.939171552658081,0.031994178891181946,0.9771143794059753,0.31096351146698,0.9502797722816467,0.9058520793914795,0.051835350692272186,2.499999936844688e-05
41,0.9846771359443665,0.26290157437324524,0.9681501388549805,0.9384791851043701,0.03241640329360962,0.982120931148529,0.2847360670566559,0.9620891809463501,0.9272252321243286,0.03916947916150093,2.499999936844688e-05
42,0.9852690696716309,0.26020747423171997,0.9693541526794434,0.9407491683959961,0.03117293491959572,0.9819883108139038,0.2856973111629486,0.9616761803627014,0.9263997077941895,0.03948020562529564,1.249999968422344e-05
43,0.9855133295059204,0.25932592153549194,0.9698627591133118,0.9416672587394714,0.030639730393886566,0.9821707010269165,0.2857276499271393,0.9620871543884277,0.9271982312202454,0.03906688466668129,1.249999968422344e-05
44,0.985318124294281,0.25984591245651245,0.9694052934646606,0.9408177137374878,0.03111531212925911,0.9828739762306213,0.2782578468322754,0.9639127254486084,0.9305703043937683,0.03728272765874863,1.249999968422344e-05
45,0.9854609370231628,0.2591632604598999,0.9697722792625427,0.9414977431297302,0.030733397230505943,0.9815101027488708,0.2864421606063843,0.9607161283493042,0.9246813058853149,0.04073186218738556,1.249999968422344e-05
46,0.9858078956604004,0.2551877498626709,0.9704264998435974,0.9427242279052734,0.030056819319725037,0.9825727939605713,0.2817727029323578,0.9629651308059692,0.9288146495819092,0.03820544481277466,6.24999984211172e-06
47,0.9858306646347046,0.2557920515537262,0.9705634117126465,0.9429877400398254,0.029911844059824944,0.982671856880188,0.2803952097892761,0.9634422063827515,0.9296978712081909,0.0377478152513504,6.24999984211172e-06
